Frage 22;Total;Keinen Einfluss;Alter;Geschlecht;Persönlichkeit;Seniorität
Inwiefern beeinflussen Alter, Geschlecht oder dominante Persönlichkeiten im Team die Ergebnisse der Planning Poker-Schätzungen?;14;3;;;6;5
