Frage 25;Total;Keine;Herausforderungen in Bezug auf die relative Schätzmethodik;Schlechte Partizipation des Teams;Schätzskala (3-5-8 Dilemma);Akzeptanz der Schätzung durchs Management;Absenzen oder keine Verfügbarkeit von Peers;Geografische Ferne des Teams;Technische Herausforderungen im Zusammenhang mit dem eingesetzten Planning Poker Tool
Welche Herausforderungen gibt es beim Einsatz von Planning Poker?;14;3;2;2;1;1;2;1;2
