Frage 2;Developer;Business Analyst / Requirements Engineer;Projektleiterin / Projektleiter;Release Train Engineer;Scrum Master;Agile Coach;Product Owner;"AOM;";Total aufgezählte Rollen der agilen Softwareentwicklung durch interviewte Personen
Welche Rollen hattest du bisher;8;6;2;2;11;4;4;1;38
